;client;client_id;f_nac;edad;ingr_liquido;comuna;comuna_id;ciudad;ciudad_id;region;gse;gse_id;prof;prof_id;genero;cond_civ;antig_client;auto_marca;auto;auto_marca_id;period_fabr;auto_tasacion;auto_tot_tas;num_auto;p_avaluo_total;dconsumo;lincred;dhipotecario;num_Inst
15966;31449336;251574;19-10-1965;50;3482165;HUECHURABA;96;SANTIAGO;44;13;ABC1;1.0;;;1;3;16;PEUGEOT;1;85.0;2003.0;2150000.0;2150000.0;1.0;51414673.0;3625000.0;13343000.0;0.0;1.0
31427;97450336;779582;11-12-1977;38;1698423;VILLA ALEMANA;296;VALPARAISO;51;5;;;INGENIERO;1.0;1;1;0;KIA MOTORS;1;58.0;2007.0;2698000.0;2698000.0;3.0;;836000.0;12108000.0;68790000.0;3.0
29918;86692836;693522;02-02-1985;31;969615;VITACURA;299;SANTIAGO;44;13;ABC1;1.0;DENTISTA;1.0;2;2;1;SUZUKI;1;105.0;2010.0;6992500.0;6992500.0;1.0;46710962.0;1636000.0;10775000.0;134918000.0;1.0
46483;328766461;2630111;05-11-1983;32;1400220;SANTIAGO;271;SANTIAGO;44;13;D;4.0;;;1;1;0;NISSAN;1;81.0;2010.0;4695000.0;4695000.0;1.0;;21516000.0;2773000.0;37533000.0;3.0
55100;748130086;5985020;25-06-1985;30;1111377;NUNOA;169;SANTIAGO;44;13;ABC1;1.0;;;1;1;0;;0;;;;;;;54000.0;5079000.0;31638000.0;1.0
4343;8595461;68743;02-09-1970;45;5508428;LO PRADO;130;SANTIAGO;44;13;C2;2.0;;;1;3;3;MAZDA;1;72.0;2009.0;10940000.0;10940000.0;3.0;103749059.0;44686000.0;35019000.0;129656000.0;3.0
18284;37039836;296298;02-11-1976;39;786875;RANCAGUA;230;RANCAGUA;39;6;;;;;1;3;2;;0;;;;;;;4752000.0;3642000.0;27610000.0;4.0
11964;23607836;188842;28-05-1976;39;2377688;CERRILLOS;29;SANTIAGO;44;13;ABC1;1.0;;;2;1;11;;0;;;;;;64809608.0;11162000.0;19723000.0;62444000.0;1.0
4423;8749961;69979;21-10-1959;56;2166101;PUENTE ALTO;207;PUENTE ALTO;33;13;C2;2.0;INGENIERO;1.0;1;2;3;HYUNDAI;1;44.0;2010.0;9286666.0;19186666.0;4.0;31369855.0;14659000.0;2673000.0;91972000.0;3.0
8870;17593461;140727;14-12-1959;56;2779235;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;MEDICO;1.0;2;1;0;SUZUKI;1;105.0;2006.0;4793000.0;4793000.0;4.0;117728195.0;3334000.0;37593000.0;7073000.0;2.0
40675;223363086;1786884;04-01-1981;35;820000;ESTACION CENTRAL;77;SANTIAGO;44;13;C2;2.0;;;2;1;0;HYUNDAI;1;44.0;2011.0;3615714.0;3615714.0;1.0;;51000.0;6299000.0;0.0;1.0
37534;149361836;1194874;23-11-1963;52;905234;LO BARNECHEA;128;SANTIAGO;44;13;ABC1;1.0;TECNICO;3.0;1;2;1;SUBARU;1;104.0;2004.0;4980000.0;4980000.0;1.0;11303321.0;6960000.0;1291000.0;0.0;1.0
50003;493411086;3947268;15-01-1979;37;827277;PROVIDENCIA;203;SANTIAGO;44;13;C2;2.0;;;2;1;1;;0;;;;;;;5031000.0;6555000.0;33637000.0;2.0
47098;358199961;2865579;19-11-1978;37;1076549;LA SERENA;112;COQUIMBO;16;4;ABC1;1.0;INGENIERO;1.0;1;3;0;;0;;;;;;;16446000.0;8426000.0;0.0;3.0
47465;376419711;3011337;12-07-1979;36;1174235;NUNOA;169;SANTIAGO;44;13;ABC1;1.0;;;1;1;0;;0;;;;;;;391000.0;21399000.0;58795000.0;2.0
13017;25693211;205525;27-06-1972;43;2849500;COPIAPO;57;COPIAPO;15;3;D;4.0;;;1;2;4;;0;;;;;;71114543.0;20180000.0;64510000.0;88242000.0;4.0
28332;85090836;680706;10-06-1981;34;2012026;ANTOFAGASTA;8;ANTOFAGASTA;2;2;;;CONTADOR;1.0;2;1;2;SUZUKI;1;105.0;2012.0;6430000.0;6430000.0;1.0;21462792.0;3979000.0;49472000.0;43468000.0;3.0
52373;600478336;4803806;07-12-1978;37;2704429;ANTOFAGASTA;8;ANTOFAGASTA;2;2;C2;2.0;;;1;1;0;DODGE;1;26.0;2003.0;4165000.0;5668333.0;2.0;29443718.0;12736000.0;18362000.0;57062000.0;2.0
25120;81719086;653732;01-11-1963;52;646587;LA GRANJA;107;SANTIAGO;44;13;D;4.0;DUENA DE CASA;3.0;2;3;5;;0;;;;;;20501409.0;0.0;2167000.0;28396000.0;0.0
41069;227053586;1816408;03-01-1983;33;417633;LA GRANJA;107;SANTIAGO;44;13;C2;2.0;;;1;1;0;;0;;;;;;;862000.0;2130000.0;18722000.0;1.0
11913;23510836;188066;05-02-1976;40;1219746;TEMUCO;278;TEMUCO;47;9;C3;3.0;;;2;2;0;CITROEN;1;20.0;2008.0;3940000.0;3940000.0;1.0;39355248.0;6133000.0;10517000.0;0.0;2.0
29644;86405836;691226;13-04-1984;32;1339495;TEMUCO;278;TEMUCO;47;9;C3;3.0;;;2;1;0;MAZDA;1;72.0;2012.0;7740000.0;7740000.0;1.0;30480213.0;5070000.0;6735000.0;49505000.0;2.0
55868;802634211;6421053;30-09-1986;29;872359;SAN JOAQUIN;255;SANTIAGO;44;13;;;;;1;1;0;;0;;;;;;;445000.0;21626000.0;0.0;1.0
49413;466742961;3733923;18-12-1982;33;957625;LOS ANGELES;136;LOS ANGELES;26;8;C3;3.0;;;1;2;0;TOYOTA;1;109.0;2006.0;3074285.0;3074285.0;1.0;;112000.0;1717000.0;38780000.0;1.0
47515;378405086;3027220;11-01-1983;33;1469482;CONCEPCION;54;CONCEPCION;14;8;ABC1;1.0;;;1;2;0;;0;;;;;;32232151.0;0.0;12150000.0;77714000.0;0.0
50828;533117586;4264920;11-09-1977;38;1496922;LAS CONDES;119;SANTIAGO;44;13;C2;2.0;INGENIERO;1.0;1;1;0;HONDA;1;41.0;1995.0;590000.0;790000.0;3.0;;4163000.0;3533000.0;33138000.0;1.0
52201;593020836;4744146;25-03-1974;42;1475690;MOLINA;156;CURICO;18;7;;;;;1;1;0;KIA MOTORS;1;58.0;2009.0;6366000.0;9166000.0;2.0;8150467.0;282000.0;7577000.0;82539000.0;2.0
15402;30270086;242140;28-05-1972;43;1649228;PENALOLEN;187;SANTIAGO;44;13;D;4.0;;;1;1;0;MAZDA;1;72.0;2012.0;7400000.0;7400000.0;1.0;16850642.0;0.0;4075000.0;36379000.0;0.0
53645;663011461;5304071;03-12-1985;30;711373;VINA DEL MAR;298;VALPARAISO;51;5;ABC1;1.0;;;1;1;0;KIA MOTORS;1;58.0;2012.0;5727500.0;5727500.0;1.0;;2898000.0;17402000.0;71114000.0;1.0
31946;101944461;815535;13-10-1973;42;1436242;MAIPU;146;SANTIAGO;44;13;C3;3.0;;;1;3;0;RENAULT;1;91.0;2005.0;2860000.0;2860000.0;1.0;29603219.0;1481000.0;2282000.0;45063000.0;1.0
41186;227895086;1823140;16-11-1983;32;494808;PUENTE ALTO;207;PUENTE ALTO;33;13;;;;;1;1;0;;0;;;;;;;5108000.0;6017000.0;24061000.0;2.0
55386;765480336;6123822;11-03-1985;31;909601;MACUL;144;SANTIAGO;44;13;ABC1;1.0;;;1;2;0;;0;;;;;;;0.0;6892000.0;0.0;0.0
33732;116933211;935445;06-05-1969;47;933682;OSORNO;172;OSORNO;29;10;C2;2.0;AGENTE;2.0;1;1;0;FIAT;1;28.0;1990.0;720000.0;4144166.0;3.0;;6782000.0;0.0;0.0;1.0
21715;76806961;614435;22-09-1972;43;3157713;RANCAGUA;230;RANCAGUA;39;6;;;SECRETARIA;1.0;2;2;2;PROTON;1;90.0;1999.0;1200000.0;1200000.0;2.0;18605528.0;13394000.0;3641000.0;14471000.0;1.0
22975;77546711;620353;25-05-1963;52;1032814;LO PRADO;130;SANTIAGO;44;13;C3;3.0;DUENA DE CASA;3.0;2;2;4;;0;;;;;;;8615000.0;7698000.0;43679000.0;3.0
39012;201662961;1613283;26-11-1974;41;4196018;CONCEPCION;54;CONCEPCION;14;8;C2;2.0;;;1;2;0;;0;;;;;;95781426.0;25745000.0;104885000.0;59020000.0;3.0
52821;620729211;4965813;16-04-1977;39;1720236;TALCA;276;TALCA;46;7;D;4.0;EMPLEADO;3.0;1;1;1;;0;;;;;;30846066.0;4536000.0;7779000.0;0.0;2.0
27882;84675086;677380;27-05-1978;37;892208;ANTOFAGASTA;8;ANTOFAGASTA;2;2;OTRO;7.0;;;2;2;0;HYUNDAI;1;44.0;2009.0;8360000.0;8360000.0;1.0;16995143.0;1421000.0;7683000.0;46641000.0;2.0
5416;10637336;85078;29-07-1979;36;1740999;PUDAHUEL;206;SANTIAGO;44;13;;;;;1;1;0;;0;;;;;;;2281000.0;21609000.0;62139000.0;1.0
24189;80594586;644736;06-09-1972;43;2288079;VINA DEL MAR;298;VALPARAISO;51;5;ABC1;1.0;INGENIERO;1.0;1;2;1;;0;;;;;;90287144.0;128428000.0;41874000.0;29443000.0;3.0
26910;83817211;670517;30-12-1975;40;1806570;PENALOLEN;187;SANTIAGO;44;13;ABC1;1.0;;;1;2;0;HYUNDAI;1;44.0;2011.0;12201666.0;12201666.0;1.0;33250480.0;8913000.0;24285000.0;49045000.0;2.0
16346;32322586;258560;12-10-1953;62;5193356;SAN FELIPE;251;SAN FELIPE;42;5;;;ABOGADO;1.0;1;2;16;;0;;;;;;40785987.0;3890000.0;116136000.0;51472000.0;6.0
54482;709914086;5679292;01-01-1986;30;599688;SAN RAMON;264;SANTIAGO;44;13;D;4.0;;;2;1;0;KIA MOTORS;1;58.0;2013.0;5010000.0;5010000.0;1.0;;677000.0;5973000.0;0.0;1.0
19820;50921211;407349;20-01-1975;41;1362978;NUNOA;169;SANTIAGO;44;13;ABC1;1.0;;;2;3;12;;0;;;;;;;21801000.0;13752000.0;39027000.0;4.0
21312;74335211;594661;28-01-1983;33;1014419;CALAMA;15;CALAMA;5;2;D;4.0;TECNICO;3.0;1;1;5;PEUGEOT;1;85.0;1992.0;970000.0;3360000.0;3.0;;13141000.0;6604000.0;47860000.0;2.0
30226;87227211;697797;15-09-1971;44;2177198;SAN JOSE DE MAIPO;256;PUENTE ALTO;33;13;;;MECANICO;2.0;1;1;0;UNITED MOTORS;1;111.0;2007.0;885000.0;5835000.0;4.0;4971024.0;707000.0;6222000.0;0.0;1.0
18921;43297711;346361;13-11-1955;60;1564788;ANTOFAGASTA;8;ANTOFAGASTA;2;2;ABC1;1.0;COMERCIANTE;2.0;1;3;0;NISSAN;1;81.0;2011.0;6220000.0;9450000.0;2.0;2907657.0;8262000.0;1693000.0;0.0;3.0
2042;3952961;31603;22-12-1976;39;2031537;VINA DEL MAR;298;VALPARAISO;51;5;ABC1;1.0;;;2;1;6;;0;;;;;;;706000.0;6592000.0;0.0;2.0
5530;10884086;87052;01-05-1966;50;2040197;NUNOA;169;SANTIAGO;44;13;C2;2.0;;;1;3;0;HYUNDAI;1;44.0;2007.0;4037500.0;4037500.0;1.0;69572550.0;3818000.0;16821000.0;99966000.0;2.0
26120;82979836;663818;23-06-1972;43;1343368;MAIPU;146;SANTIAGO;44;13;D;4.0;;;1;3;0;SAMSUNG;1;95.0;2010.0;3835000.0;3835000.0;1.0;23518737.0;18878000.0;4228000.0;31751000.0;1.0
2916;5612461;44879;17-03-1977;39;675764;LAMPA;116;COLINA;13;13;ND;6.0;;;2;1;0;;0;;;;;;17366543.0;593000.0;1308000.0;28344000.0;1.0
50953;539122461;4312959;01-05-1964;52;692178;LOS ANGELES;136;LOS ANGELES;26;8;C3;3.0;TECNICO;3.0;1;3;0;KIA MOTORS;1;58.0;2006.0;2456000.0;2456000.0;1.0;19947956.0;2797000.0;600000.0;38229000.0;1.0
56074;816049211;6528373;18-07-1949;66;1678275;QUILPUE;224;VALPARAISO;51;5;C3;3.0;JUBILADO;3.0;1;3;0;;0;;;;;;;4434000.0;4889000.0;45070000.0;2.0
56990;934779461;7478215;16-09-1983;32;419607;MAIPU;146;SANTIAGO;44;13;C2;2.0;;;1;1;0;;0;;;;;;;43000.0;160000.0;0.0;1.0
31286;96312211;770477;30-11-1960;55;3753330;SAN BERNARDO;246;SAN BERNARDO;41;13;ABC1;1.0;INGENIERO;1.0;1;3;1;YAMAHA;1;116.0;1985.0;150000.0;13210000.0;3.0;64105346.0;4915000.0;63814000.0;84101000.0;2.0
51503;562944336;4503534;13-07-1980;35;1000000;PUNTA ARENAS;212;PUNTA ARENAS;36;12;C3;3.0;;;1;1;0;;0;;;;;;;2493000.0;667000.0;0.0;3.0
50991;541354961;4330819;18-08-1985;30;1124147;VICTORIA;292;ANGOL;1;9;;;;;1;1;0;;0;;;;;;2643989.0;7408000.0;2458000.0;0.0;4.0
3803;7476586;59792;27-04-1958;58;845000;INDEPENDENCIA;98;SANTIAGO;44;13;C3;3.0;EMPLEADO;3.0;2;3;0;SSANGYONG;1;103.0;2013.0;9166000.0;9166000.0;1.0;;2733000.0;10351000.0;0.0;2.0
41402;233923086;1871364;22-06-1979;36;1352274;PENALOLEN;187;SANTIAGO;44;13;OTRO;7.0;;;2;1;0;PEUGEOT;1;85.0;2005.0;2215000.0;2215000.0;1.0;;9860000.0;4464000.0;57276000.0;3.0
14843;29140711;233105;20-09-1972;43;1147996;VITACURA;299;SANTIAGO;44;13;ABC1;1.0;;;1;3;4;BMW;1;12.0;1978.0;200000.0;200000.0;1.0;69943354.0;17530000.0;17418000.0;27700000.0;2.0
9511;18749836;149978;22-04-1951;65;577329;PROVIDENCIA;203;SANTIAGO;44;13;C2;2.0;;;2;1;5;;0;;;;;;23902726.0;2346000.0;301000.0;16899000.0;1.0
34976;127215586;1017704;02-09-1953;62;1058540;FUTALEUFU;83;CHAITEN;8;10;;;EMPLEADO;3.0;2;2;0;;0;;;;;;23281497.0;10000.0;1990000.0;0.0;1.0
30165;87078961;696611;17-02-1986;30;1397395;PUENTE ALTO;207;PUENTE ALTO;33;13;D;4.0;;;1;1;1;NISSAN;1;81.0;2012.0;5410000.0;5410000.0;1.0;;3964000.0;11576000.0;35308000.0;1.0
41358;232633711;1861049;24-04-1958;58;1211901;ESTACION CENTRAL;77;SANTIAGO;44;13;C3;3.0;EMPLEADO;3.0;2;2;0;CHEVROLET;1;18.0;1979.0;230000.0;1313333.0;3.0;10356309.0;0.0;4813000.0;40213000.0;0.0
8962;17753336;142006;11-10-1962;53;3707936;MACUL;144;SANTIAGO;44;13;C3;3.0;SIN ACTIVIDAD;3.0;2;2;2;;0;;;;;;15775400.0;68377000.0;18400000.0;72540000.0;6.0
122;245961;1947;10-11-1955;60;2164000;NUNOA;169;SANTIAGO;44;13;ABC1;1.0;PROFESOR;1.0;2;2;9;;0;;;;;;76486075.0;14110000.0;8314000.0;60617000.0;2.0
3304;6380211;51021;20-07-1973;42;1044312;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;;;1;3;1;PEUGEOT;1;85.0;2007.0;4700000.0;4700000.0;3.0;65409340.0;55034000.0;48328000.0;37882000.0;4.0
33477;114826961;918595;05-08-1976;39;1412070;LA CISTERNA;103;SANTIAGO;44;13;OTRO;7.0;;;1;2;0;;0;;;;;;;6574000.0;5562000.0;0.0;1.0
29535;86297086;690356;05-10-1982;33;2153781;LO ESPEJO;129;SANTIAGO;44;13;D;4.0;;;1;1;1;HYUNDAI;1;44.0;2012.0;6075000.0;6075000.0;1.0;39157156.0;648000.0;21239000.0;30894000.0;1.0
56436;850975336;6807782;11-11-1968;47;3631650;SANTIAGO;271;SANTIAGO;44;13;C2;2.0;SECRETARIA;1.0;2;2;1;MAHINDRA;1;70.0;2013.0;7960000.0;7960000.0;1.0;2362648.0;44394000.0;9527000.0;0.0;4.0
37076;145205461;1161623;25-11-1975;40;1866658;PROVIDENCIA;203;SANTIAGO;44;13;C2;2.0;;;1;3;8;;0;;;;;;;23964000.0;15586000.0;62442000.0;1.0
6931;13654586;109216;29-12-1968;47;1394881;LA FLORIDA;106;SANTIAGO;44;13;ABC1;1.0;AUXILIAR;2.0;1;3;0;SSANGYONG;1;103.0;2013.0;9166000.0;9166000.0;1.0;30862004.0;1000.0;11813000.0;45548000.0;1.0
15027;29496711;235953;27-01-1970;46;3264569;IQUIQUE;99;IQUIQUE;21;1;;;DENTISTA;1.0;1;3;1;FORD;1;29.0;2005.0;4920000.0;4920000.0;1.0;18533925.0;5237000.0;18963000.0;0.0;2.0
34330;121887336;975078;06-02-1974;42;1488086;SANTIAGO;271;SANTIAGO;44;13;C2;2.0;;;1;2;0;KIA MOTORS;1;58.0;2006.0;3506000.0;3506000.0;3.0;19322770.0;26669000.0;798000.0;44470000.0;2.0
32142;103581961;828635;11-04-1962;54;2410894;NUNOA;169;SANTIAGO;44;13;ABC1;1.0;LICENCIADO;1.0;1;1;10;KIA MOTORS;1;58.0;2008.0;5543333.0;5543333.0;1.0;21906810.0;13919000.0;50830000.0;54427000.0;2.0
16976;35074461;280575;14-10-1967;48;2574051;SANTIAGO;271;SANTIAGO;44;13;C2;2.0;PROGRAMADOR;1.0;1;2;1;;0;;;;;;39890851.0;1202000.0;12041000.0;48965000.0;1.0
14058;27624211;220973;13-02-1951;65;1785980;ARICA;10;ARICA;3;15;C2;2.0;MATRONA;1.0;2;3;7;;0;;;;;;72185918.0;13185000.0;17335000.0;42973000.0;2.0
38073;153443086;1227524;22-12-1970;45;1262772;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;;;1;1;0;;0;;;;;;54447833.0;219000.0;11476000.0;76131000.0;2.0
20498;67062336;536478;02-11-1969;46;619180;PENALOLEN;187;SANTIAGO;44;13;D;4.0;DUENA DE CASA;3.0;2;2;6;;0;;;;;;;3580000.0;355000.0;17315000.0;1.0
24220;80630086;645020;13-03-1973;43;984397;VITACURA;299;SANTIAGO;44;13;ABC1;1.0;;;1;1;0;SAMSUNG;1;95.0;2007.0;3006000.0;3006000.0;1.0;58198161.0;6956000.0;20649000.0;51295000.0;2.0
41763;238952211;1911597;06-06-1977;38;2675270;LA REINA;111;SANTIAGO;44;13;ABC1;1.0;;;1;2;0;HYUNDAI;1;44.0;2008.0;4512500.0;4512500.0;2.0;70029889.0;2150000.0;23916000.0;0.0;1.0
21057;71546086;572348;29-08-1974;41;6592571;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;EMPLEADO;3.0;1;2;3;PORSCHE;1;89.0;2008.0;17865000.0;17865000.0;1.0;73433645.0;158518000.0;3135000.0;127748000.0;3.0
39546;213350086;1706780;19-10-1973;42;743877;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;CONTADOR;1.0;1;1;0;;0;;;;;;;7644000.0;4559000.0;0.0;3.0
7473;14740086;117900;06-09-1972;43;666850;ANTOFAGASTA;8;ANTOFAGASTA;2;2;;;;;1;1;0;;0;;;;;;;1529000.0;8898000.0;30597000.0;1.0
34984;127290836;1018306;26-06-1982;33;825000;SANTIAGO;271;SANTIAGO;44;13;C2;2.0;;;2;1;0;;0;;;;;;30184165.0;9185000.0;9700000.0;37323000.0;2.0
3314;6393711;51129;23-04-1981;35;2280000;MACUL;144;SANTIAGO;44;13;ABC1;1.0;;;1;1;2;;0;;;;;;39622219.0;15837000.0;4650000.0;107797000.0;1.0
6362;12567461;100519;23-09-1974;41;695000;LO PRADO;130;SANTIAGO;44;13;D;4.0;;;2;1;0;HAIMA;1;37.0;2011.0;3736666.0;3736666.0;1.0;;3772000.0;6143000.0;18103000.0;2.0
13706;26989586;215896;10-04-1970;46;1027158;LA FLORIDA;106;SANTIAGO;44;13;C3;3.0;;;2;1;0;SAMSUNG;1;95.0;2011.0;4735000.0;4735000.0;1.0;52740423.0;13560000.0;1830000.0;35318000.0;3.0
44949;270200336;2161582;12-12-1958;57;4395120;CABILDO;13;LA LIGUA;22;5;;;INGENIERO;1.0;1;2;0;;0;;;;;;86460028.0;32757000.0;52546000.0;162216000.0;3.0
25149;81750211;653981;15-04-1978;38;1114382;SAN RAMON;264;SANTIAGO;44;13;;;;;2;3;0;;0;;;;;;;387000.0;7797000.0;77282000.0;2.0
38754;196194211;1569533;27-04-1966;50;1411198;QUILPUE;224;VALPARAISO;51;5;C2;2.0;;;1;2;0;CITROEN;1;20.0;2012.0;8470000.0;32230000.0;7.0;72502116.0;5482000.0;100815000.0;85300000.0;3.0
44512;265964336;2127694;02-10-1964;51;2223794;NUNOA;169;SANTIAGO;44;13;ABC1;1.0;SECRETARIA;1.0;1;1;0;HYUNDAI;1;44.0;2010.0;3886666.0;3886666.0;1.0;28966553.0;5106000.0;12947000.0;122159000.0;1.0
29902;86667461;693319;23-05-1984;32;1431722;SAN RAMON;264;SANTIAGO;44;13;C3;3.0;CONTADOR;1.0;2;1;3;;0;;;;;;;446000.0;12091000.0;0.0;1.0
41809;239095711;1912745;29-09-1981;34;1502595;MAIPU;146;SANTIAGO;44;13;C3;3.0;;;1;1;0;TOYOTA;1;109.0;2007.0;3432000.0;3432000.0;1.0;;17478000.0;26955000.0;57669000.0;2.0
10858;21374836;170978;06-07-1958;57;13556359;CURICO;67;CURICO;18;7;C3;3.0;MEDICO;1.0;1;2;8;SUZUKI;1;105.0;1985.0;340000.0;12810000.0;5.0;288728902.0;21240000.0;57911000.0;75149000.0;2.0
41488;235271586;1882152;14-07-1979;36;1060780;NUNOA;169;SANTIAGO;44;13;ABC1;1.0;KINESIOLOGO;1.0;1;1;0;PEUGEOT;1;85.0;2011.0;4746666.0;4746666.0;1.0;;3235000.0;5201000.0;40174000.0;1.0
12701;25022711;200161;19-05-1964;52;418700;PENAFLOR;186;TALAGANTE;45;13;C3;3.0;EMPLEADO;3.0;2;3;0;LAND ROVER;1;65.0;1979.0;220000.0;220000.0;1.0;14650948.0;802000.0;230000.0;15635000.0;2.0
14025;27573086;220564;20-07-1957;58;583500;PENCO;189;CONCEPCION;14;8;;;EMPLEADO;3.0;1;3;18;KIA MOTORS;1;58.0;2008.0;4184285.0;4184285.0;1.0;18441447.0;8441000.0;26009000.0;0.0;1.0
2085;4055211;32421;04-02-1974;42;2924859;TEMUCO;278;TEMUCO;47;9;C2;2.0;;;1;1;4;MAZDA;1;72.0;2010.0;6068333.0;6068333.0;1.0;19390256.0;11696000.0;30601000.0;162208000.0;2.0
36703;141748836;1133970;24-04-1981;35;1005247;MAIPU;146;SANTIAGO;44;13;E;5.0;ABOGADO;1.0;2;1;0;KIA MOTORS;1;58.0;2009.0;3420000.0;3420000.0;1.0;29275034.0;34793000.0;3320000.0;42352000.0;4.0
32989;110756836;886034;25-08-1981;34;700458;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;;;1;1;3;;0;;;;;;;7415000.0;3264000.0;30828000.0;2.0
24120;80510461;644063;04-12-1969;46;942054;SAN ANTONIO;245;SAN ANTONIO;40;5;C3;3.0;;;1;1;0;;0;;;;;;28109162.0;9991000.0;8789000.0;34680000.0;3.0
33074;111468961;891731;01-10-1962;53;10299676;LO BARNECHEA;128;SANTIAGO;44;13;ABC1;1.0;MEDICO;1.0;1;2;11;KIA MOTORS;1;58.0;2010.0;8610000.0;13740000.0;4.0;;115348000.0;84675000.0;0.0;3.0
31687;99815961;798507;05-04-1970;46;614038;CALAMA;15;CALAMA;5;2;;;;;1;1;0;CHEVROLET;1;18.0;2012.0;5175000.0;6755000.0;2.0;20741823.0;24619000.0;19482000.0;16687000.0;5.0
50875;535511211;4284069;06-09-1981;34;1973832;MAIPU;146;SANTIAGO;44;13;C2;2.0;;;1;1;0;TOYOTA;1;109.0;2011.0;4812500.0;4812500.0;1.0;;27000.0;18279000.0;0.0;1.0
10676;21017211;168117;10-10-1977;38;1214388;PROVIDENCIA;203;SANTIAGO;44;13;ABC1;1.0;;;1;1;0;KIA MOTORS;1;58.0;2011.0;6540000.0;6540000.0;1.0;;20043000.0;23379000.0;0.0;2.0
50513;517698461;4141567;31-05-1968;47;1238064;LAS CONDES;119;SANTIAGO;44;13;ABC1;1.0;;;2;1;0;TOYOTA;1;109.0;2011.0;4855000.0;4855000.0;1.0;3694802.0;0.0;904000.0;62500000.0;0.0
8407;16689211;133493;11-01-1980;36;550000;MAIPU;146;SANTIAGO;44;13;;;;;2;2;2;HYUNDAI;1;44.0;2011.0;4793333.0;4793333.0;2.0;27919708.0;0.0;1210000.0;28627000.0;0.0
9685;19101086;152788;16-08-1962;53;14307376;LA REINA;111;SANTIAGO;44;13;ABC1;1.0;INGENIERO;1.0;1;2;9;FORD;1;29.0;2007.0;7276666.0;7276666.0;1.0;291300668.0;70022000.0;86475000.0;507778000.0;3.0
31524;98293336;786326;23-05-1971;45;868257;PUDAHUEL;206;SANTIAGO;44;13;C3;3.0;;;1;3;10;;0;;;;;;;41000.0;22000.0;0.0;1.0
53209;638659336;5109254;20-09-1979;36;758644;ANTOFAGASTA;8;ANTOFAGASTA;2;2;ABC1;1.0;;;1;1;0;;0;;;;;;;13117000.0;1887000.0;27950000.0;3.0
22810;77447461;619559;23-03-1981;35;759368;TEMUCO;278;TEMUCO;47;9;D;4.0;;;2;2;0;HYUNDAI;1;44.0;2009.0;3030000.0;3030000.0;1.0;12546635.0;649000.0;1648000.0;29867000.0;3.0
17439;35949461;287575;10-08-1985;30;884214;INDEPENDENCIA;98;SANTIAGO;44;13;C3;3.0;;;2;2;2;MAZDA;1;72.0;2011.0;6698000.0;6698000.0;1.0;21888926.0;7491000.0;12891000.0;30336000.0;4.0
34421;122783086;982244;10-07-1971;44;642648;LA FLORIDA;106;SANTIAGO;44;13;ABC1;1.0;INGENIERO;1.0;2;1;0;SUBARU;1;104.0;2004.0;4166666.0;4166666.0;1.0;32543301.0;3104000.0;4115000.0;0.0;1.0
27566;84391961;675115;02-07-1979;36;696696;VINA DEL MAR;298;VALPARAISO;51;5;ABC1;1.0;ENFERMERA;1.0;2;1;0;;0;;;;;;22765175.0;2361000.0;3321000.0;37014000.0;2.0
54934;737998711;5903969;12-05-1989;27;3632469;MAIPU;146;SANTIAGO;44;13;E;5.0;;;1;3;0;KIA MOTORS;1;58.0;2011.0;9130000.0;16738000.0;4.0;;66482000.0;3451000.0;29484000.0;3.0
51334;555250211;4441981;06-12-1978;37;2030000;SANTIAGO;271;SANTIAGO;44;13;C2;2.0;INGENIERO;1.0;2;1;0;;0;;;;;;72819979.0;2000.0;30171000.0;0.0;1.0
3350;6477336;51798;10-12-1975;40;1467372;ANTOFAGASTA;8;ANTOFAGASTA;2;2;ND;6.0;;;1;3;8;HYUNDAI;1;44.0;2012.0;10284444.0;10284444.0;1.0;;23436000.0;6217000.0;0.0;1.0
38658;193045211;1544341;20-09-1964;51;800000;CONCEPCION;54;CONCEPCION;14;8;ABC1;1.0;ASISTENTE SOCIAL;1.0;2;1;0;CITROEN;1;20.0;2005.0;2520000.0;3920000.0;2.0;31994360.0;1865000.0;4260000.0;30712000.0;1.0
15815;31117086;248916;08-09-1971;44;4939511;VITACURA;299;SANTIAGO;44;13;ABC1;1.0;;;1;2;5;MAZDA;1;72.0;2012.0;10130000.0;10130000.0;1.0;62375790.0;6107000.0;70044000.0;215612000.0;2.0
6428;12695336;101542;30-12-1977;38;4088064;LO BARNECHEA;128;SANTIAGO;44;13;;;;;2;2;7;;0;;;;;;;26596000.0;48975000.0;179365000.0;2.0
18291;37049211;296373;11-07-1949;66;1665315;PROVIDENCIA;203;SANTIAGO;44;13;ABC1;1.0;SECRETARIA;1.0;2;1;3;;0;;;;;;;17252000.0;3719000.0;0.0;4.0
54199;692444211;5539533;29-08-1972;43;862512;COMBARBALA;52;OVALLE;30;4;;;;;1;1;0;CHEVROLET;1;18.0;1984.0;505000.0;4735000.0;2.0;9409680.0;49000.0;3804000.0;0.0;2.0
